model_name,class_name,accuracy,precision,recall,f1,samples
mobilenet_v2,English springer,0.9974683544303797,1.0,0.9974683544303797,0.9987325728770595,395
mobilenet_v2,tench,0.9974160206718347,1.0,0.9974160206718347,0.9987063389391979,387
mobilenet_v2,church,0.9926650366748166,1.0,0.9926650366748166,0.996319018404908,409
mobilenet_v2,golf ball,0.9849624060150376,1.0,0.9849624060150376,0.9924242424242424,399
mobilenet_v2,French horn,0.9847715736040609,1.0,0.9847715736040609,0.9923273657289001,394
mobilenet_v2,parachute,0.9846153846153847,1.0,0.9846153846153847,0.9922480620155039,390
mobilenet_v2,garbage truck,0.9845758354755784,1.0,0.9845758354755784,0.9922279792746114,389
mobilenet_v2,cassette player,0.9803921568627451,1.0,0.9803921568627451,0.99009900990099,357
mobilenet_v2,gas pump,0.9665871121718377,1.0,0.9665871121718377,0.9830097087378641,419
mobilenet_v2,chain saw,0.966321243523316,1.0,0.966321243523316,0.9828722002635046,386
